customer_id,age,gender,income,years_member,offer_complete_status
14,61,F,57000,5,1
23,78,F,71000,5,0
25,42,M,69000,9,1
26,56,F,88000,4,1
29,46,F,59000,5,0
32,53,O,52000,5,0
33,22,M,70000,5,1
36,69,F,57000,6,1
43,45,M,33000,4,1
44,61,M,98000,5,1
48,54,F,80000,5,1
49,39,M,51000,8,1
52,66,F,38000,4,0
56,42,M,96000,6,1
59,78,F,93000,6,1
65,76,F,47000,4,0
66,68,M,87000,5,1
69,77,M,51000,6,0
72,53,F,72000,6,1
73,53,F,117000,6,1
89,78,M,58000,7,1
90,54,F,53000,6,0
94,64,M,70000,5,1
96,73,M,51000,4,0
102,45,M,54000,5,0
103,66,M,49000,6,1
108,72,F,72000,6,1
111,52,M,78000,5,1
112,55,M,31000,5,0
113,39,F,60000,5,1
114,45,F,44000,6,1
115,57,F,114000,5,1
117,18,M,47000,6,1
120,57,M,46000,8,1
124,64,F,37000,5,0
126,64,F,66000,5,0
133,49,F,79000,4,0
137,45,M,31000,5,0
139,39,M,55000,6,1
140,77,M,69000,4,0
155,42,M,80000,5,1
156,72,M,33000,4,0
159,67,M,50000,5,0
162,60,F,77000,4,0
163,62,F,77000,5,1
165,22,M,63000,4,0
166,34,M,41000,5,1
174,48,M,44000,7,1
179,55,M,65000,5,0
180,27,F,50000,7,1
184,35,M,72000,4,1
196,58,F,54000,4,0
198,24,M,61000,5,1
203,81,M,93000,4,0
207,52,F,92000,5,1
209,54,M,118000,5,1
219,44,M,53000,4,1
221,58,F,95000,6,1
226,74,F,103000,4,0
233,76,F,114000,7,1
234,89,M,96000,6,1
241,27,M,70000,4,0
242,67,M,106000,4,0
244,68,F,66000,7,1
247,30,M,54000,6,1
251,32,M,38000,7,1
256,78,F,101000,5,1
261,58,M,70000,4,0
267,66,F,72000,5,1
276,42,M,91000,5,0
278,62,M,73000,4,0
281,52,M,46000,5,0
282,30,F,40000,5,0
285,26,F,40000,5,0
292,64,F,81000,6,1
293,48,F,53000,6,1
297,24,M,69000,7,0
299,50,F,78000,4,0
306,66,F,87000,7,0
307,68,F,120000,5,1
312,42,F,56000,5,1
317,48,M,62000,7,1
321,51,M,55000,6,0
322,45,F,88000,4,0
326,52,M,48000,4,1
327,28,M,68000,9,0
328,69,M,47000,8,1
331,67,F,71000,5,0
342,49,M,39000,5,0
346,74,M,78000,6,1
348,61,M,32000,4,1
351,64,F,95000,5,1
358,39,F,54000,5,1
360,57,F,67000,6,1
366,56,M,72000,4,0
369,62,M,39000,4,0
372,67,M,56000,6,0
377,24,F,59000,5,1
379,83,M,61000,4,1
382,63,F,41000,5,1
386,42,M,57000,4,0
388,48,F,44000,6,1
390,36,M,31000,4,0
395,53,F,97000,6,1
401,43,M,59000,5,0
402,58,F,58000,6,1
403,59,M,59000,5,1
405,63,F,70000,5,1
409,56,F,59000,5,1
410,80,M,87000,5,0
412,54,M,70000,5,0
414,57,F,95000,5,1
421,36,F,58000,5,1
426,51,M,100000,4,1
428,48,M,68000,5,1
430,25,M,53000,4,0
431,79,F,85000,4,1
441,51,F,92000,4,0
446,62,M,70000,5,1
448,43,M,58000,4,1
450,70,M,44000,5,0
451,65,F,66000,4,0
453,63,M,78000,4,0
454,77,M,42000,5,0
456,53,M,104000,5,1
457,61,F,87000,6,1
460,44,F,60000,5,1
461,69,M,62000,7,0
464,83,F,99000,5,1
467,54,M,39000,5,0
475,58,M,55000,7,1
476,39,M,61000,5,0
480,48,M,57000,6,1
481,50,M,110000,4,1
482,41,F,67000,5,0
483,45,M,84000,7,1
484,48,M,93000,6,1
485,59,M,87000,4,0
486,43,M,45000,4,0
488,54,M,93000,6,1
493,63,M,49000,5,0
496,52,M,56000,6,0
498,78,M,39000,7,1
499,43,M,40000,8,1
500,68,M,61000,5,0
501,18,M,48000,7,1
503,74,M,99000,4,0
505,61,F,67000,7,1
507,46,M,55000,5,1
508,51,M,78000,5,0
513,54,F,47000,5,1
519,20,M,56000,5,1
520,24,F,35000,7,0
524,57,M,33000,5,0
525,87,M,55000,7,0
528,61,M,112000,5,1
532,59,M,61000,7,1
534,61,F,72000,6,1
537,75,F,53000,5,0
544,61,M,64000,4,1
550,45,F,93000,5,0
553,65,F,119000,5,1
555,55,M,76000,5,1
560,65,F,98000,9,0
572,65,F,119000,5,1
575,71,M,118000,5,1
595,36,M,35000,5,0
596,38,M,60000,5,1
599,45,M,74000,7,1
608,53,F,100000,6,1
614,52,F,45000,8,1
617,81,M,41000,5,0
622,45,M,84000,6,1
626,62,M,48000,5,0
627,65,F,99000,7,1
632,55,M,83000,5,1
633,58,M,54000,8,1
637,56,F,70000,6,1
638,66,M,54000,5,0
642,52,F,114000,5,1
643,59,F,83000,6,1
645,49,F,74000,5,0
647,56,F,80000,7,1
648,51,F,97000,5,1
649,47,F,62000,8,1
651,43,M,44000,4,0
653,49,M,84000,7,1
655,45,F,58000,6,1
657,53,M,95000,4,0
660,18,F,67000,5,0
661,40,M,41000,6,0
662,83,F,114000,5,0
665,25,M,55000,4,0
670,46,M,56000,6,1
671,69,F,97000,5,1
672,51,M,73000,5,1
674,81,F,101000,5,1
675,60,M,41000,4,0
676,48,M,75000,7,1
678,73,M,63000,8,1
679,41,F,89000,4,1
680,39,F,77000,6,1
683,46,F,36000,5,1
688,42,M,41000,7,0
689,54,M,79000,7,1
691,75,M,109000,5,0
695,34,M,50000,9,1
697,52,F,87000,6,1
702,31,M,43000,4,0
704,49,F,36000,4,0
708,67,F,67000,7,0
713,59,F,90000,5,1
716,68,F,108000,5,1
718,53,M,39000,7,1
721,88,F,73000,5,1
724,63,M,86000,8,1
726,38,M,33000,4,1
729,51,M,99000,4,1
732,22,M,45000,5,0
737,23,M,65000,8,1
738,38,M,75000,4,0
739,71,F,67000,7,1
