customer_id,age,gender,income,years_member,offer_complete_status
2,55,F,112000,5,0
6,68,M,70000,4,0
13,58,M,51000,5,0
19,57,M,42000,5,0
22,64,M,100000,5,1
23,78,F,71000,5,1
25,42,M,69000,9,1
29,46,F,59000,5,0
33,22,M,70000,5,1
36,69,F,57000,6,1
43,45,M,33000,4,1
48,54,F,80000,5,1
49,39,M,51000,8,0
60,45,M,48000,5,0
65,76,F,47000,4,0
75,61,F,112000,5,1
78,46,F,36000,4,0
80,59,M,89000,5,0
84,40,M,53000,4,0
87,74,F,107000,7,0
88,42,M,66000,7,1
89,78,M,58000,7,1
100,68,F,84000,6,0
101,60,M,64000,5,0
102,45,M,54000,5,0
103,66,M,49000,6,1
106,19,F,73000,6,0
107,66,F,58000,4,1
110,76,M,63000,6,1
112,55,M,31000,5,0
115,57,F,114000,5,0
120,57,M,46000,8,1
125,71,M,57000,5,1
133,49,F,79000,4,0
134,79,M,67000,6,0
135,55,F,94000,5,1
136,55,M,66000,5,1
138,52,M,30000,4,0
147,47,M,66000,9,0
150,65,M,61000,4,0
152,39,F,67000,5,1
153,49,M,59000,4,0
155,42,M,80000,5,0
159,67,M,50000,5,0
163,62,F,77000,5,0
169,51,F,85000,5,1
177,62,M,53000,6,1
178,42,M,62000,4,0
179,55,M,65000,5,1
181,68,M,107000,4,0
185,50,F,69000,5,1
186,45,M,94000,7,1
187,82,M,87000,6,1
188,40,M,57000,9,1
190,52,M,63000,4,0
198,24,M,61000,5,0
202,69,F,64000,5,1
203,81,M,93000,4,0
204,62,M,73000,6,1
208,50,M,70000,5,1
211,82,M,73000,4,0
212,64,M,38000,4,1
213,54,F,99000,7,1
217,90,M,45000,4,0
218,34,F,67000,4,0
219,44,M,53000,4,1
221,58,F,95000,6,0
224,60,F,59000,5,0
225,83,M,54000,5,0
227,89,M,101000,7,0
235,63,M,36000,5,0
237,41,M,83000,5,0
239,44,M,36000,5,0
243,77,F,80000,6,1
245,37,M,64000,6,1
250,49,M,48000,4,0
253,47,M,86000,5,1
257,85,F,71000,6,0
262,23,M,49000,5,1
271,43,M,76000,5,1
276,42,M,91000,5,0
282,30,F,40000,5,1
287,50,M,90000,8,0
288,73,M,95000,5,0
289,49,F,74000,5,0
291,65,M,57000,6,1
292,64,F,81000,6,1
301,57,F,81000,6,0
306,66,F,87000,7,1
312,42,F,56000,5,1
315,70,F,92000,5,0
325,54,F,119000,7,0
326,52,M,48000,4,0
333,55,F,53000,7,0
338,54,F,70000,4,0
340,58,M,73000,5,0
342,49,M,39000,5,0
343,73,F,79000,4,1
347,53,M,95000,7,0
350,41,M,55000,5,0
354,42,M,75000,5,1
355,50,M,57000,6,1
358,39,F,54000,5,1
361,57,M,71000,5,1
362,68,M,51000,6,0
364,35,F,72000,4,1
365,90,F,72000,4,0
366,56,M,72000,4,0
368,84,M,81000,5,0
369,62,M,39000,4,0
373,68,F,50000,5,0
382,63,F,41000,5,1
386,42,M,57000,4,1
388,48,F,44000,6,0
393,53,M,87000,5,1
397,25,M,66000,7,1
399,63,F,66000,6,1
402,58,F,58000,6,0
404,49,M,104000,4,0
406,42,M,94000,7,1
407,52,F,57000,4,0
408,57,F,37000,4,1
411,43,M,52000,6,0
415,71,M,67000,7,1
417,64,F,112000,4,1
418,20,M,49000,8,0
422,45,F,99000,6,1
424,67,M,89000,4,1
432,19,M,32000,4,0
437,61,F,78000,4,1
438,34,M,59000,5,0
442,47,M,44000,5,0
444,62,M,61000,5,0
447,83,M,88000,6,1
448,43,M,58000,4,0
449,66,F,94000,6,0
453,63,M,78000,4,0
454,77,M,42000,5,0
455,49,F,57000,5,0
461,69,M,62000,7,0
466,41,F,41000,7,0
472,56,F,69000,5,0
474,50,M,98000,4,0
475,58,M,55000,7,1
478,60,F,74000,6,0
479,24,M,38000,4,0
480,48,M,57000,6,1
