customer_id,age,gender,income,years_member,offer_complete_status
4,75,F,100000,5,1
14,61,F,57000,5,0
17,49,M,52000,8,1
20,61,F,40000,4,0
23,78,F,71000,5,1
30,59,M,41000,7,1
32,53,O,52000,5,1
34,96,F,89000,5,0
35,40,M,33000,6,1
36,69,F,57000,6,0
38,56,M,68000,8,0
39,26,F,63000,5,1
48,54,F,80000,5,0
49,39,M,51000,8,1
52,66,F,38000,4,1
54,39,F,56000,8,1
61,29,M,50000,6,1
64,36,M,56000,5,1
67,75,M,52000,7,1
68,67,M,76000,5,1
69,77,M,51000,6,1
70,76,M,64000,8,0
72,53,F,72000,6,1
76,67,F,77000,6,1
79,30,M,41000,5,0
83,27,M,35000,4,1
84,40,M,53000,4,0
86,73,F,91000,4,0
89,78,M,58000,7,0
92,49,F,57000,5,1
96,73,M,51000,4,1
98,50,F,93000,5,0
99,90,F,98000,7,0
113,39,F,60000,5,1
121,51,F,56000,5,1
126,64,F,66000,5,1
127,83,M,46000,4,1
128,26,M,71000,5,0
130,29,F,58000,4,1
132,89,F,65000,4,1
135,55,F,94000,5,1
137,45,M,31000,5,0
140,77,M,69000,4,0
141,66,M,60000,4,1
146,59,F,85000,7,1
149,60,M,108000,5,0
152,39,F,67000,5,1
154,68,M,58000,4,1
155,42,M,80000,5,0
159,67,M,50000,5,0
160,52,M,42000,4,1
164,55,F,51000,4,1
165,22,M,63000,4,0
169,51,F,85000,5,0
171,53,F,85000,6,1
175,52,M,72000,4,0
180,27,F,50000,7,1
185,50,F,69000,5,1
188,40,M,57000,9,0
189,66,M,34000,4,1
192,68,M,69000,6,1
197,67,F,54000,4,1
203,81,M,93000,4,0
204,62,M,73000,6,0
206,61,M,82000,5,0
209,54,M,118000,5,1
218,34,F,67000,4,0
220,79,F,106000,4,0
223,47,F,74000,6,1
224,60,F,59000,5,1
225,83,M,54000,5,1
227,89,M,101000,7,1
230,40,F,51000,4,1
231,79,F,99000,5,1
232,71,M,30000,4,1
234,89,M,96000,6,1
242,67,M,106000,4,1
245,37,M,64000,6,1
247,30,M,54000,6,1
248,51,M,54000,7,1
249,47,F,92000,4,0
250,49,M,48000,4,0
251,32,M,38000,7,1
252,30,M,69000,5,1
255,34,M,34000,5,1
257,85,F,71000,6,1
258,75,F,69000,9,1
260,89,F,59000,7,1
262,23,M,49000,5,1
263,58,M,53000,5,1
266,72,M,39000,5,1
271,43,M,76000,5,0
272,56,F,87000,5,1
273,69,F,118000,5,1
275,81,M,70000,6,1
277,75,M,71000,7,1
283,74,F,75000,7,0
284,100,F,63000,7,1
