customer_id,age,gender,income,years_member,offer_complete_status
2,55,F,112000,5,0
4,75,F,100000,5,1
6,68,M,70000,4,1
9,65,M,53000,4,1
19,57,M,42000,5,0
20,61,F,40000,4,0
26,56,F,88000,4,0
28,33,F,52000,5,0
30,59,M,41000,7,0
32,53,O,52000,5,0
34,96,F,89000,5,0
35,40,M,33000,6,1
36,69,F,57000,6,1
43,45,M,33000,4,1
44,61,M,98000,5,1
47,69,F,37000,9,0
48,54,F,80000,5,0
50,41,F,41000,7,0
51,79,F,48000,7,1
52,66,F,38000,4,1
54,39,F,56000,8,1
67,75,M,52000,7,1
71,57,M,98000,4,0
73,53,F,117000,6,1
92,49,F,57000,5,1
93,62,F,57000,4,0
101,60,M,64000,5,1
106,19,F,73000,6,1
107,66,F,58000,4,1
112,55,M,31000,5,0
114,45,F,44000,6,0
116,74,M,48000,4,0
121,51,F,56000,5,0
124,64,F,37000,5,1
128,26,M,71000,5,0
131,43,M,70000,5,0
133,49,F,79000,4,1
139,39,M,55000,6,0
141,66,M,60000,4,0
142,69,F,87000,5,1
148,20,M,69000,4,0
149,60,M,108000,5,1
156,72,M,33000,4,0
157,18,F,49000,5,1
158,32,F,42000,4,0
161,38,M,64000,5,0
163,62,F,77000,5,0
164,55,F,51000,4,1
167,46,M,60000,8,0
169,51,F,85000,5,0
171,53,F,85000,6,1
175,52,M,72000,4,1
182,74,F,83000,5,0
189,66,M,34000,4,0
193,21,M,52000,4,1
194,61,M,44000,5,0
202,69,F,64000,5,1
204,62,M,73000,6,1
206,61,M,82000,5,0
210,75,F,109000,4,1
211,82,M,73000,4,0
212,64,M,38000,4,0
215,82,M,72000,4,0
217,90,M,45000,4,0
218,34,F,67000,4,0
223,47,F,74000,6,0
224,60,F,59000,5,0
226,74,F,103000,4,0
229,63,F,110000,5,0
235,63,M,36000,5,0
238,71,F,56000,4,1
241,27,M,70000,4,0
243,77,F,80000,6,1
244,68,F,66000,7,1
245,37,M,64000,6,1
248,51,M,54000,7,0
249,47,F,92000,4,0
251,32,M,38000,7,0
255,34,M,34000,5,1
258,75,F,69000,9,1
259,76,F,71000,5,0
260,89,F,59000,7,1
263,58,M,53000,5,1
265,64,F,95000,7,0
266,72,M,39000,5,1
269,43,M,71000,5,1
271,43,M,76000,5,1
273,69,F,118000,5,0
274,60,O,94000,4,1
278,62,M,73000,4,1
279,55,F,54000,6,1
280,65,M,39000,5,0
281,52,M,46000,5,0
282,30,F,40000,5,1
287,50,M,90000,8,0
294,20,M,32000,7,1
296,46,M,40000,4,1
297,24,M,69000,7,0
300,37,M,92000,5,1
304,41,M,41000,6,0
305,66,F,74000,5,1
307,68,F,120000,5,1
308,20,M,70000,6,0
310,73,M,38000,5,1
323,48,F,105000,6,0
332,76,F,34000,4,0
338,54,F,70000,4,0
343,73,F,79000,4,0
347,53,M,95000,7,0
348,61,M,32000,4,0
350,41,M,55000,5,0
360,57,F,67000,6,1
363,83,F,114000,7,1
369,62,M,39000,4,0
372,67,M,56000,6,1
379,83,M,61000,4,0
383,59,F,59000,4,0
389,35,M,64000,5,0
391,41,F,100000,6,1
392,83,F,73000,5,1
395,53,F,97000,6,0
399,63,F,66000,6,0
401,43,M,59000,5,0
402,58,F,58000,6,0
405,63,F,70000,5,0
406,42,M,94000,7,1
412,54,M,70000,5,0
413,28,M,73000,6,0
414,57,F,95000,5,0
424,67,M,89000,4,0
425,72,F,81000,6,1
