customer_id,age,gender,income,years_member,offer_complete_status
4,75,F,100000,5,1
14,61,F,57000,5,1
15,26,M,46000,8,1
17,49,M,52000,8,1
20,61,F,40000,4,0
22,64,M,100000,5,1
31,67,M,96000,8,0
33,22,M,70000,5,0
35,40,M,33000,6,1
36,69,F,57000,6,1
42,20,F,30000,6,1
47,69,F,37000,9,1
50,41,F,41000,7,1
51,79,F,48000,7,1
52,66,F,38000,4,0
59,78,F,93000,6,1
60,45,M,48000,5,0
63,63,M,56000,4,1
70,76,M,64000,8,0
71,57,M,98000,4,0
72,53,F,72000,6,1
73,53,F,117000,6,1
79,30,M,41000,5,0
80,59,M,89000,5,1
82,51,M,41000,7,0
86,73,F,91000,4,1
90,54,F,53000,6,1
92,49,F,57000,5,1
99,90,F,98000,7,1
100,68,F,84000,6,0
102,45,M,54000,5,0
107,66,F,58000,4,1
108,72,F,72000,6,1
111,52,M,78000,5,0
112,55,M,31000,5,0
115,57,F,114000,5,1
117,18,M,47000,6,0
118,53,M,96000,5,0
124,64,F,37000,5,0
126,64,F,66000,5,1
127,83,M,46000,4,0
128,26,M,71000,5,0
130,29,F,58000,4,0
132,89,F,65000,4,1
134,79,M,67000,6,1
135,55,F,94000,5,1
136,55,M,66000,5,1
141,66,M,60000,4,0
143,74,M,53000,8,0
147,47,M,66000,9,1
154,68,M,58000,4,0
161,38,M,64000,5,1
162,60,F,77000,4,1
165,22,M,63000,4,0
167,46,M,60000,8,1
171,53,F,85000,6,1
174,48,M,44000,7,1
177,62,M,53000,6,1
179,55,M,65000,5,0
185,50,F,69000,5,1
186,45,M,94000,7,1
191,57,F,89000,6,0
197,67,F,54000,4,0
202,69,F,64000,5,1
204,62,M,73000,6,1
207,52,F,92000,5,1
209,54,M,118000,5,1
211,82,M,73000,4,0
213,54,F,99000,7,1
218,34,F,67000,4,1
221,58,F,95000,6,1
223,47,F,74000,6,1
224,60,F,59000,5,1
233,76,F,114000,7,1
234,89,M,96000,6,1
235,63,M,36000,5,0
241,27,M,70000,4,0
249,47,F,92000,4,0
250,49,M,48000,4,0
253,47,M,86000,5,1
258,75,F,69000,9,1
259,76,F,71000,5,1
261,58,M,70000,4,0
262,23,M,49000,5,1
266,72,M,39000,5,1
268,49,F,68000,5,0
270,58,M,39000,4,0
273,69,F,118000,5,0
274,60,O,94000,4,1
277,75,M,71000,7,1
278,62,M,73000,4,0
280,65,M,39000,5,1
281,52,M,46000,5,0
283,74,F,75000,7,1
286,56,F,53000,6,0
289,49,F,74000,5,0
290,37,M,50000,6,1
291,65,M,57000,6,1
292,64,F,81000,6,1
296,46,M,40000,4,1
300,37,M,92000,5,1
301,57,F,81000,6,1
303,52,M,85000,8,1
306,66,F,87000,7,1
308,20,M,70000,6,1
316,42,F,71000,5,1
319,64,M,67000,4,0
320,79,M,90000,4,1
325,54,F,119000,7,0
327,28,M,68000,9,1
331,67,F,71000,5,1
334,89,F,83000,4,1
340,58,M,73000,5,0
347,53,M,95000,7,1
348,61,M,32000,4,0
356,60,M,56000,5,0
357,57,F,83000,6,1
360,57,F,67000,6,0
361,57,M,71000,5,1
364,35,F,72000,4,0
365,90,F,72000,4,0
370,63,M,58000,5,1
372,67,M,56000,6,0
378,40,M,39000,5,0
382,63,F,41000,5,1
383,59,F,59000,4,1
384,49,O,42000,5,1
389,35,M,64000,5,1
391,41,F,100000,6,1
392,83,F,73000,5,1
393,53,M,87000,5,1
398,63,M,119000,7,1
403,59,M,59000,5,1
404,49,M,104000,4,0
405,63,F,70000,5,0
406,42,M,94000,7,0
408,57,F,37000,4,1
410,80,M,87000,5,0
413,28,M,73000,6,1
418,20,M,49000,8,0
421,36,F,58000,5,1
423,71,M,65000,8,0
426,51,M,100000,4,1
428,48,M,68000,5,0
429,53,M,60000,4,1
430,25,M,53000,4,0
431,79,F,85000,4,1
432,19,M,32000,4,0
434,56,M,76000,8,1
436,25,M,40000,5,1
443,63,F,70000,4,0
445,66,M,71000,4,0
449,66,F,94000,6,1
451,65,F,66000,4,1
453,63,M,78000,4,1
458,60,M,38000,7,0
462,39,M,71000,4,0
463,38,F,55000,7,1
469,41,M,55000,4,1
474,50,M,98000,4,1
477,60,F,55000,5,1
478,60,F,74000,6,1
480,48,M,57000,6,1
481,50,M,110000,4,0
484,48,M,93000,6,0
488,54,M,93000,6,1
495,47,M,35000,5,1
496,52,M,56000,6,1
497,58,F,78000,6,1
502,39,F,85000,6,1
505,61,F,67000,7,1
511,41,M,41000,7,1
512,60,F,78000,6,1
514,63,O,89000,7,1
516,47,M,77000,4,1
517,84,M,82000,6,1
519,20,M,56000,5,0
520,24,F,35000,7,1
524,57,M,33000,5,1
527,57,F,100000,4,1
532,59,M,61000,7,1
533,49,F,73000,5,0
537,75,F,53000,5,1
541,68,M,74000,5,1
546,63,F,57000,4,0
555,55,M,76000,5,1
556,71,M,95000,6,1
571,56,M,69000,6,0
574,71,M,114000,6,1
575,71,M,118000,5,1
576,61,M,39000,5,1
578,19,M,73000,4,1
580,66,F,112000,5,1
583,54,F,96000,4,1
584,62,M,73000,4,0
589,43,M,52000,7,1
590,61,M,53000,5,1
593,68,F,32000,5,1
600,89,M,63000,5,1
602,59,M,35000,4,0
611,32,M,58000,6,1
616,55,M,68000,6,1
618,55,M,78000,5,0
621,71,F,74000,7,0
622,45,M,84000,6,1
626,62,M,48000,5,1
629,50,F,63000,4,1
632,55,M,83000,5,0
635,95,F,64000,5,1
639,87,M,74000,5,0
642,52,F,114000,5,1
645,49,F,74000,5,0
652,43,M,72000,6,1
654,36,F,57000,5,1
655,45,F,58000,6,1
657,53,M,95000,4,0
660,18,F,67000,5,1
667,58,M,71000,5,1
668,53,M,36000,8,1
670,46,M,56000,6,1
672,51,M,73000,5,1
673,61,M,68000,4,0
676,48,M,75000,7,1
677,48,F,87000,7,1
682,38,M,61000,5,1
684,87,M,72000,8,1
688,42,M,41000,7,1
693,36,F,64000,5,0
694,30,M,43000,5,1
696,39,F,78000,6,1
697,52,F,87000,6,1
698,43,M,34000,6,0
699,75,M,38000,4,0
700,47,M,40000,5,0
701,60,F,117000,4,1
704,49,F,36000,4,0
705,48,M,56000,5,0
708,67,F,67000,7,0
710,69,M,38000,7,1
711,66,M,32000,5,0
713,59,F,90000,5,0
714,43,M,65000,4,1
717,60,M,45000,4,0
719,34,M,50000,4,1
721,88,F,73000,5,1
732,22,M,45000,5,0
734,72,M,49000,5,0
735,70,M,37000,5,1
737,23,M,65000,8,1
738,38,M,75000,4,0
741,72,M,35000,8,1
743,63,M,70000,6,1
745,53,M,57000,7,1
750,74,M,51000,6,0
752,94,F,84000,6,1
758,65,F,71000,4,0
763,54,F,52000,6,1
767,64,M,81000,5,0
778,82,M,78000,7,1
782,74,F,72000,4,0
787,80,M,88000,5,0
