customer_id,age,gender,income,years_member,offer_complete_status
14,61,F,57000,5,0
15,26,M,46000,8,0
16,62,F,71000,6,0
17,49,M,52000,8,0
19,57,M,42000,5,0
21,40,F,71000,6,1
22,64,M,100000,5,1
26,56,F,88000,4,1
28,33,F,52000,5,0
29,46,F,59000,5,0
33,22,M,70000,5,1
38,56,M,68000,8,1
42,20,F,30000,6,0
47,69,F,37000,9,0
49,39,M,51000,8,0
53,56,F,52000,5,0
56,42,M,96000,6,1
59,78,F,93000,6,1
60,45,M,48000,5,0
61,29,M,50000,6,0
64,36,M,56000,5,0
65,76,F,47000,4,0
69,77,M,51000,6,0
71,57,M,98000,4,0
74,53,F,55000,5,0
77,58,F,85000,4,1
80,59,M,89000,5,0
82,51,M,41000,7,0
83,27,M,35000,4,0
88,42,M,66000,7,0
93,62,F,57000,4,0
94,64,M,70000,5,1
95,89,F,87000,5,0
96,73,M,51000,4,0
99,90,F,98000,7,0
100,68,F,84000,6,0
102,45,M,54000,5,0
106,19,F,73000,6,0
110,76,M,63000,6,1
125,71,M,57000,5,0
131,43,M,70000,5,0
133,49,F,79000,4,0
137,45,M,31000,5,0
138,52,M,30000,4,0
140,77,M,69000,4,0
142,69,F,87000,5,0
145,75,F,87000,4,1
148,20,M,69000,4,0
151,33,M,43000,7,0
154,68,M,58000,4,0
156,72,M,33000,4,0
157,18,F,49000,5,0
160,52,M,42000,4,0
164,55,F,51000,4,0
166,34,M,41000,5,0
168,85,M,67000,4,0
169,51,F,85000,5,0
171,53,F,85000,6,0
172,51,M,92000,6,1
174,48,M,44000,7,0
175,52,M,72000,4,1
178,42,M,62000,4,0
181,68,M,107000,4,0
183,77,M,66000,8,0
184,35,M,72000,4,0
186,45,M,94000,7,1
191,57,F,89000,6,0
192,68,M,69000,6,1
193,21,M,52000,4,0
196,58,F,54000,4,0
198,24,M,61000,5,0
200,26,M,35000,5,0
201,71,F,105000,5,1
203,81,M,93000,4,0
206,61,M,82000,5,0
207,52,F,92000,5,1
211,82,M,73000,4,0
215,82,M,72000,4,0
220,79,F,106000,4,0
221,58,F,95000,6,0
229,63,F,110000,5,0
230,40,F,51000,4,0
232,71,M,30000,4,0
234,89,M,96000,6,1
237,41,M,83000,5,0
240,25,M,73000,6,1
241,27,M,70000,4,0
242,67,M,106000,4,0
243,77,F,80000,6,1
245,37,M,64000,6,0
246,55,M,60000,6,0
252,30,M,69000,5,0
256,78,F,101000,5,0
258,75,F,69000,9,1
261,58,M,70000,4,0
263,58,M,53000,5,0
268,49,F,68000,5,0
270,58,M,39000,4,0
271,43,M,76000,5,1
272,56,F,87000,5,0
274,60,O,94000,4,1
275,81,M,70000,6,0
276,42,M,91000,5,1
278,62,M,73000,4,0
279,55,F,54000,6,1
280,65,M,39000,5,0
281,52,M,46000,5,0
283,74,F,75000,7,0
285,26,F,40000,5,0
286,56,F,53000,6,1
287,50,M,90000,8,1
293,48,F,53000,6,0
294,20,M,32000,7,0
297,24,M,69000,7,0
298,71,M,95000,7,1
299,50,F,78000,4,0
300,37,M,92000,5,0
301,57,F,81000,6,1
304,41,M,41000,6,0
305,66,F,74000,5,0
309,43,M,42000,5,0
310,73,M,38000,5,1
312,42,F,56000,5,1
315,70,F,92000,5,0
321,51,M,55000,6,0
326,52,M,48000,4,0
327,28,M,68000,9,0
328,69,M,47000,8,0
329,73,M,92000,5,0
332,76,F,34000,4,0
333,55,F,53000,7,0
340,58,M,73000,5,0
344,58,F,76000,5,0
346,74,M,78000,6,0
351,64,F,95000,5,0
356,60,M,56000,5,0
364,35,F,72000,4,1
370,63,M,58000,5,1
373,68,F,50000,5,1
377,24,F,59000,5,0
378,40,M,39000,5,0
382,63,F,41000,5,0
387,58,M,36000,4,0
388,48,F,44000,6,0
391,41,F,100000,6,1
392,83,F,73000,5,1
393,53,M,87000,5,0
395,53,F,97000,6,0
397,25,M,66000,7,0
401,43,M,59000,5,0
402,58,F,58000,6,0
403,59,M,59000,5,1
405,63,F,70000,5,0
406,42,M,94000,7,1
407,52,F,57000,4,0
434,56,M,76000,8,1
437,61,F,78000,4,0
439,41,F,37000,5,1
440,44,M,51000,6,0
449,66,F,94000,6,0
455,49,F,57000,5,0
457,61,F,87000,6,0
458,60,M,38000,7,1
462,39,M,71000,4,0
464,83,F,99000,5,0
467,54,M,39000,5,0
469,41,M,55000,4,0
474,50,M,98000,4,0
476,39,M,61000,5,0
483,45,M,84000,7,1
485,59,M,87000,4,0
495,47,M,35000,5,0
497,58,F,78000,6,0
499,43,M,40000,8,0
501,18,M,48000,7,0
504,53,F,98000,5,0
507,46,M,55000,5,0
511,41,M,41000,7,0
512,60,F,78000,6,0
513,54,F,47000,5,0
515,73,M,76000,4,0
516,47,M,77000,4,0
522,35,M,40000,5,0
524,57,M,33000,5,0
525,87,M,55000,7,0
526,86,F,84000,7,0
528,61,M,112000,5,0
529,25,M,53000,5,0
530,38,M,31000,7,0
534,61,F,72000,6,0
536,31,M,64000,5,0
542,86,M,71000,4,0
551,88,F,64000,6,1
555,55,M,76000,5,0
556,71,M,95000,6,1
560,65,F,98000,9,1
564,73,M,58000,6,1
565,84,F,77000,4,0
567,55,F,62000,4,0
568,63,M,70000,5,0
569,24,F,51000,4,0
574,71,M,114000,6,0
580,66,F,112000,5,0
584,62,M,73000,4,0
586,80,F,87000,5,0
595,36,M,35000,5,0
596,38,M,60000,5,1
599,45,M,74000,7,1
602,59,M,35000,4,0
604,67,F,50000,5,1
608,53,F,100000,6,0
613,38,F,66000,5,0
621,71,F,74000,7,1
625,49,M,71000,7,1
631,49,F,31000,4,0
632,55,M,83000,5,1
637,56,F,70000,6,1
638,66,M,54000,5,0
639,87,M,74000,5,0
641,55,M,89000,6,0
644,59,F,51000,6,0
645,49,F,74000,5,0
647,56,F,80000,7,0
648,51,F,97000,5,1
658,43,M,60000,5,1
662,83,F,114000,5,0
663,49,M,65000,4,0
664,51,F,106000,5,1
665,25,M,55000,4,0
668,53,M,36000,8,0
673,61,M,68000,4,0
678,73,M,63000,8,1
679,41,F,89000,4,0
683,46,F,36000,5,0
685,53,F,83000,7,0
693,36,F,64000,5,1
694,30,M,43000,5,0
695,34,M,50000,9,0
700,47,M,40000,5,0
701,60,F,117000,4,1
704,49,F,36000,4,0
706,37,M,36000,5,0
709,48,M,65000,7,0
712,38,M,56000,5,1
716,68,F,108000,5,1
720,77,M,64000,4,0
725,70,M,99000,5,0
726,38,M,33000,4,0
731,72,F,60000,9,0
732,22,M,45000,5,0
734,72,M,49000,5,0
735,70,M,37000,5,0
745,53,M,57000,7,0
748,45,M,44000,8,0
751,18,M,36000,6,0
754,67,F,50000,6,0
755,46,F,36000,7,0
757,37,M,36000,4,0
758,65,F,71000,4,0
759,66,F,34000,5,0
764,63,M,113000,5,0
772,29,F,53000,7,0
775,69,M,68000,4,0
776,48,M,52000,9,0
778,82,M,78000,7,0
780,50,M,70000,5,1
782,74,F,72000,4,0
787,80,M,88000,5,0
789,62,F,81000,6,1
801,66,M,70000,5,0
803,40,F,51000,5,0
805,52,F,31000,7,0
807,62,F,55000,7,1
808,61,F,118000,7,1
810,62,M,35000,5,0
817,36,M,51000,4,0
818,58,F,38000,4,0
819,75,M,103000,7,0
823,49,F,73000,9,1
824,57,F,90000,6,1
825,66,M,74000,4,0
828,48,F,82000,6,0
831,51,F,91000,5,0
841,58,M,83000,5,0
844,67,M,41000,5,0
845,58,F,92000,5,1
846,54,F,82000,5,0
847,56,F,55000,6,0
852,48,O,80000,6,1
861,79,M,64000,4,0
862,54,M,92000,7,0
866,47,F,77000,6,1
870,30,M,35000,4,0
871,59,M,108000,5,1
872,38,M,38000,4,1
874,69,M,36000,7,0
880,56,F,83000,6,0
883,70,F,78000,5,0
886,47,M,69000,6,1
887,49,M,91000,7,0
892,53,M,69000,6,0
896,59,O,73000,5,1
906,56,M,56000,7,0
907,68,F,115000,5,0
909,36,M,67000,4,0
911,68,F,117000,4,0
913,74,F,52000,4,0
918,55,F,57000,4,0
919,19,M,65000,5,1
925,49,F,112000,7,0
926,55,M,41000,5,0
929,60,M,68000,5,0
938,51,M,93000,7,1
940,60,M,68000,6,0
943,65,F,77000,5,0
944,42,F,53000,5,1
959,60,M,42000,5,0
960,21,M,74000,6,0
962,90,F,75000,4,0
963,47,M,82000,6,1
968,22,M,31000,6,0
970,57,F,51000,6,1
973,65,F,79000,8,1
976,19,M,69000,5,1
978,96,F,72000,5,1
983,50,F,92000,6,0
986,57,F,89000,6,0
987,86,M,92000,6,0
989,74,F,72000,5,0
990,88,F,71000,5,0
992,49,F,44000,6,0
1002,50,M,89000,4,0
1005,42,F,56000,6,1
1006,53,M,78000,7,0
1007,70,F,101000,6,0
1008,57,F,111000,7,0
1013,60,M,57000,4,1
1014,90,F,71000,4,0
1016,28,M,35000,5,0
1021,73,F,75000,4,0
1022,36,M,52000,4,0
