customer_id,age,gender,income,years_member,offer_complete_status
13,58,M,51000,5,0
16,62,F,71000,6,1
19,57,M,42000,5,1
21,40,F,71000,6,1
28,33,F,52000,5,0
31,67,M,96000,8,1
33,22,M,70000,5,1
34,96,F,89000,5,0
39,26,F,63000,5,1
41,75,M,40000,7,1
43,45,M,33000,4,1
44,61,M,98000,5,1
47,69,F,37000,9,0
50,41,F,41000,7,1
53,56,F,52000,5,1
54,39,F,56000,8,1
56,42,M,96000,6,1
62,44,M,35000,5,1
64,36,M,56000,5,1
65,76,F,47000,4,1
66,68,M,87000,5,1
68,67,M,76000,5,1
72,53,F,72000,6,1
75,61,F,112000,5,1
78,46,F,36000,4,0
80,59,M,89000,5,0
86,73,F,91000,4,1
87,74,F,107000,7,1
88,42,M,66000,7,1
91,70,F,74000,4,0
92,49,F,57000,5,1
93,62,F,57000,4,0
94,64,M,70000,5,1
95,89,F,87000,5,1
98,50,F,93000,5,1
103,66,M,49000,6,1
107,66,F,58000,4,1
108,72,F,72000,6,1
116,74,M,48000,4,0
117,18,M,47000,6,1
118,53,M,96000,5,1
121,51,F,56000,5,1
127,83,M,46000,4,0
128,26,M,71000,5,0
130,29,F,58000,4,1
131,43,M,70000,5,0
133,49,F,79000,4,1
135,55,F,94000,5,1
141,66,M,60000,4,1
145,75,F,87000,4,1
146,59,F,85000,7,1
148,20,M,69000,4,0
149,60,M,108000,5,0
150,65,M,61000,4,1
154,68,M,58000,4,0
157,18,F,49000,5,1
159,67,M,50000,5,1
160,52,M,42000,4,0
162,60,F,77000,4,1
168,85,M,67000,4,1
169,51,F,85000,5,1
174,48,M,44000,7,1
181,68,M,107000,4,1
183,77,M,66000,8,1
188,40,M,57000,9,1
190,52,M,63000,4,0
191,57,F,89000,6,1
193,21,M,52000,4,0
194,61,M,44000,5,1
201,71,F,105000,5,1
211,82,M,73000,4,1
212,64,M,38000,4,0
213,54,F,99000,7,1
218,34,F,67000,4,0
220,79,F,106000,4,0
226,74,F,103000,4,0
227,89,M,101000,7,1
228,68,M,62000,6,1
234,89,M,96000,6,1
235,63,M,36000,5,1
238,71,F,56000,4,1
239,44,M,36000,5,1
245,37,M,64000,6,1
247,30,M,54000,6,1
248,51,M,54000,7,1
249,47,F,92000,4,1
250,49,M,48000,4,1
253,47,M,86000,5,1
260,89,F,59000,7,1
262,23,M,49000,5,1
263,58,M,53000,5,1
265,64,F,95000,7,0
275,81,M,70000,6,1
280,65,M,39000,5,1
285,26,F,40000,5,1
286,56,F,53000,6,1
287,50,M,90000,8,0
289,49,F,74000,5,1
290,37,M,50000,6,1
291,65,M,57000,6,1
301,57,F,81000,6,1
303,52,M,85000,8,1
306,66,F,87000,7,1
313,82,M,110000,6,1
315,70,F,92000,5,1
316,42,F,71000,5,0
318,53,F,93000,7,1
319,64,M,67000,4,0
322,45,F,88000,4,0
326,52,M,48000,4,1
332,76,F,34000,4,0
333,55,F,53000,7,1
336,57,M,41000,4,1
342,49,M,39000,5,0
344,58,F,76000,5,1
347,53,M,95000,7,1
354,42,M,75000,5,1
356,60,M,56000,5,0
358,39,F,54000,5,1
360,57,F,67000,6,1
368,84,M,81000,5,0
370,63,M,58000,5,1
372,67,M,56000,6,1
379,83,M,61000,4,1
383,59,F,59000,4,1
384,49,O,42000,5,1
387,58,M,36000,4,1
401,43,M,59000,5,1
405,63,F,70000,5,0
411,43,M,52000,6,0
413,28,M,73000,6,1
414,57,F,95000,5,1
421,36,F,58000,5,1
425,72,F,81000,6,1
429,53,M,60000,4,0
430,25,M,53000,4,0
431,79,F,85000,4,1
432,19,M,32000,4,0
433,28,F,49000,4,1
434,56,M,76000,8,1
440,44,M,51000,6,1
444,62,M,61000,5,0
445,66,M,71000,4,1
447,83,M,88000,6,1
450,70,M,44000,5,0
451,65,F,66000,4,0
452,33,F,54000,6,0
454,77,M,42000,5,0
456,53,M,104000,5,1
458,60,M,38000,7,1
460,44,F,60000,5,1
461,69,M,62000,7,1
465,63,F,94000,6,1
476,39,M,61000,5,0
478,60,F,74000,6,1
480,48,M,57000,6,1
481,50,M,110000,4,1
484,48,M,93000,6,1
485,59,M,87000,4,0
488,54,M,93000,6,1
493,63,M,49000,5,1
497,58,F,78000,6,1
502,39,F,85000,6,1
503,74,M,99000,4,1
510,79,F,91000,5,1
511,41,M,41000,7,1
516,47,M,77000,4,1
521,58,F,71000,5,1
522,35,M,40000,5,1
526,86,F,84000,7,1
534,61,F,72000,6,1
537,75,F,53000,5,0
540,51,M,65000,4,0
546,63,F,57000,4,1
548,50,F,77000,7,1
550,45,F,93000,5,1
551,88,F,64000,6,1
567,55,F,62000,4,0
568,63,M,70000,5,1
570,36,M,74000,9,1
574,71,M,114000,6,1
576,61,M,39000,5,1
582,22,M,49000,6,1
585,50,F,75000,4,1
586,80,F,87000,5,1
588,40,M,50000,5,1
590,61,M,53000,5,1
593,68,F,32000,5,1
595,36,M,35000,5,1
598,82,F,68000,4,1
600,89,M,63000,5,1
601,45,F,94000,5,0
604,67,F,50000,5,1
607,56,M,88000,4,0
612,51,F,73000,6,1
619,51,F,67000,8,1
621,71,F,74000,7,0
625,49,M,71000,7,1
627,65,F,99000,7,1
630,20,F,60000,4,0
631,49,F,31000,4,1
633,58,M,54000,8,1
635,95,F,64000,5,1
636,83,F,99000,4,1
637,56,F,70000,6,1
638,66,M,54000,5,1
639,87,M,74000,5,0
642,52,F,114000,5,1
643,59,F,83000,6,1
645,49,F,74000,5,0
647,56,F,80000,7,1
648,51,F,97000,5,1
649,47,F,62000,8,1
651,43,M,44000,4,1
653,49,M,84000,7,1
654,36,F,57000,5,1
657,53,M,95000,4,0
660,18,F,67000,5,1
663,49,M,65000,4,0
669,83,F,93000,5,1
671,69,F,97000,5,1
673,61,M,68000,4,1
679,41,F,89000,4,1
684,87,M,72000,8,1
687,93,F,48000,9,1
689,54,M,79000,7,1
690,47,M,53000,4,0
692,79,F,61000,4,1
695,34,M,50000,9,1
701,60,F,117000,4,1
702,31,M,43000,4,0
706,37,M,36000,5,0
710,69,M,38000,7,1
712,38,M,56000,5,0
720,77,M,64000,4,0
727,44,F,39000,4,0
729,51,M,99000,4,1
738,38,M,75000,4,1
741,72,M,35000,8,1
746,37,F,57000,4,1
750,74,M,51000,6,1
752,94,F,84000,6,0
753,38,M,33000,6,1
757,37,M,36000,4,0
760,65,F,57000,6,1
763,54,F,52000,6,1
770,56,F,82000,5,1
772,29,F,53000,7,1
774,51,F,56000,6,1
779,57,F,70000,6,1
780,50,M,70000,5,1
797,64,M,59000,8,1
799,69,F,89000,7,1
802,60,M,56000,8,1
804,74,M,64000,7,1
809,22,F,55000,5,1
811,23,M,63000,5,1
815,71,F,43000,5,0
816,32,M,38000,4,1
817,36,M,51000,4,1
821,76,M,69000,5,1
824,57,F,90000,6,1
825,66,M,74000,4,0
828,48,F,82000,6,1
831,51,F,91000,5,1
833,28,F,65000,4,1
845,58,F,92000,5,1
847,56,F,55000,6,1
849,58,M,41000,4,1
850,56,F,91000,4,1
851,63,M,61000,4,0
860,63,F,74000,6,1
861,79,M,64000,4,0
864,53,M,96000,5,0
869,61,M,100000,7,1
876,58,F,37000,4,1
877,74,F,61000,4,0
878,66,M,72000,6,1
879,65,F,88000,5,1
882,38,F,69000,4,1
883,70,F,78000,5,1
885,43,F,47000,4,1
886,47,M,69000,6,1
891,56,F,106000,5,1
897,58,F,77000,5,0
903,50,F,110000,5,1
906,56,M,56000,7,1
909,36,M,67000,4,0
914,49,F,70000,5,1
916,30,F,69000,7,1
917,74,F,97000,5,1
919,19,M,65000,5,1
921,69,F,34000,4,0
930,40,M,91000,6,1
935,71,M,87000,5,1
939,82,M,89000,5,1
944,42,F,53000,5,1
945,45,M,63000,4,1
946,64,M,38000,5,1
950,92,M,113000,4,0
953,60,F,47000,4,1
956,89,F,81000,5,1
961,63,M,58000,5,1
975,42,M,53000,4,1
976,19,M,69000,5,1
977,33,M,51000,5,0
978,96,F,72000,5,1
981,62,F,103000,7,1
982,55,O,76000,5,1
984,59,M,64000,6,0
985,73,M,106000,5,1
994,49,F,115000,4,0
999,55,F,58000,6,1
1001,52,F,71000,4,0
1012,53,M,40000,5,1
1019,20,F,47000,8,1
1022,36,M,52000,4,1
1025,69,F,84000,6,1
1026,33,F,56000,5,1
1028,51,F,84000,5,1
1033,32,M,48000,4,1
1035,49,F,79000,4,0
1039,57,M,41000,4,0
1040,31,M,45000,4,0
1041,55,M,52000,4,0
1043,43,M,51000,4,1
1044,76,F,85000,8,0
1046,61,F,80000,5,1
1047,44,F,41000,4,0
1049,53,M,61000,4,0
1058,81,O,57000,4,0
1060,61,F,108000,6,1
1062,58,M,77000,5,1
1065,63,F,31000,5,0
1066,64,F,102000,6,1
1077,70,M,98000,5,0
1079,20,F,62000,6,1
1080,73,F,89000,5,1
1084,98,M,52000,4,1
1088,60,M,51000,5,1
1089,59,F,72000,5,1
1090,81,F,62000,9,1
1093,76,M,99000,7,1
1098,33,F,41000,5,1
1100,38,F,50000,5,1
1102,60,M,93000,9,1
1105,47,F,59000,7,1
1108,55,F,47000,6,1
1114,56,M,32000,4,0
1118,64,F,33000,5,0
1120,77,M,73000,9,0
1122,69,F,74000,6,1
1126,64,M,60000,6,1
1128,22,M,54000,5,0
1129,79,M,42000,6,1
1132,81,F,71000,6,1
1136,20,M,40000,5,0
1138,56,M,57000,8,1
1140,37,M,46000,8,0
1142,22,F,51000,5,0
1143,51,M,53000,5,0
1144,42,M,33000,4,0
1145,48,M,39000,4,0
1146,78,M,44000,4,1
1174,72,M,53000,4,1
1177,42,M,78000,6,1
1178,51,M,66000,5,1
1182,53,M,92000,7,1
1184,26,M,63000,5,1
1185,40,M,70000,4,0
1186,75,M,50000,9,1
1187,40,M,99000,9,1
1188,81,F,33000,7,1
1192,49,M,79000,6,1
1195,58,F,95000,5,0
1196,36,F,77000,6,1
1200,83,M,52000,5,1
1211,63,F,51000,4,1
1212,75,F,72000,7,1
1213,56,M,52000,4,0
1214,49,M,45000,7,0
1217,55,M,71000,5,1
1222,62,M,31000,4,1
1224,65,M,116000,5,1
1228,40,F,41000,6,1
1229,33,F,64000,4,1
1231,26,M,62000,4,0
1234,64,F,86000,6,1
1237,58,F,81000,5,1
1240,26,F,69000,4,0
1245,26,F,55000,4,0
1246,35,F,58000,5,1
1248,24,F,75000,5,1
1250,48,F,71000,5,1
1251,55,M,79000,6,1
1254,75,F,75000,5,0
1255,55,F,89000,7,1
1256,84,M,53000,5,1
1257,79,F,102000,5,1
1268,53,M,62000,8,1
1269,64,M,56000,5,1
1275,56,F,40000,7,1
1277,30,M,55000,4,1
1279,50,M,33000,4,1
1282,34,M,39000,4,0
1283,74,M,75000,6,1
1284,56,M,77000,6,1
1287,64,M,53000,6,1
1290,49,F,102000,4,0
1291,66,M,35000,4,0
1292,70,M,70000,6,1
1294,52,M,83000,6,1
1296,65,M,52000,7,1
1299,65,M,42000,4,0
1302,76,M,56000,7,1
1303,73,M,73000,4,0
1309,60,F,77000,5,1
1311,48,M,57000,5,1
1318,30,F,63000,5,0
1322,50,M,31000,5,1
1325,44,F,61000,5,1
1328,72,M,95000,6,1
1329,58,M,47000,7,1
1330,66,M,70000,6,1
1333,58,M,31000,7,1
1335,74,M,52000,5,1
1338,51,F,76000,4,1
1340,48,M,57000,4,1
1342,71,F,108000,5,0
1348,43,M,56000,5,1
1349,48,F,93000,7,1
1356,64,F,68000,6,1
1357,56,O,33000,4,0
1359,78,M,77000,6,1
1361,43,M,32000,7,1
1368,49,M,40000,5,1
1369,37,M,66000,5,0
1375,88,F,55000,5,0
1383,75,M,64000,6,1
1384,51,F,100000,4,1
1385,60,F,32000,4,0
1389,41,M,53000,5,0
1393,42,F,59000,5,1
1394,77,M,61000,4,0
1396,77,F,87000,6,1
1399,53,F,99000,6,0
1400,43,M,33000,4,1
1402,56,F,76000,5,1
1405,31,M,44000,4,0
1406,56,M,99000,6,1
1407,60,F,99000,4,1
1409,71,M,32000,5,1
1414,63,F,81000,4,1
1415,64,F,76000,5,1
1417,22,M,56000,8,1
1419,82,F,99000,6,1
1420,63,F,86000,5,0
1422,27,M,70000,4,0
1429,67,F,81000,4,1
1434,62,M,114000,4,0
1442,63,M,40000,5,0
1447,70,M,47000,5,1
1448,60,F,101000,5,0
1449,85,F,75000,5,1
1451,28,M,41000,6,0
1457,24,M,63000,4,1
1461,71,F,72000,5,1
1463,63,F,58000,4,1
1467,64,M,61000,4,0
1473,28,M,48000,4,1
1474,51,F,98000,5,1
1475,55,M,91000,6,1
1480,63,M,89000,5,0
1485,86,M,55000,6,0
1486,37,M,64000,4,1
1487,49,F,104000,5,0
1489,66,M,42000,5,0
1491,70,M,73000,4,1
1494,40,M,57000,4,0
1496,62,F,55000,4,1
1499,70,M,105000,5,1
1506,89,M,82000,4,1
1507,23,M,34000,5,1
1512,38,M,47000,6,1
1518,28,M,33000,4,0
1523,49,M,67000,5,0
1526,75,M,89000,6,1
1527,61,M,35000,5,1
1529,30,F,56000,6,1
1537,50,M,59000,6,1
1538,38,F,59000,9,1
1539,57,F,53000,6,1
1540,50,F,58000,4,1
1542,64,O,31000,4,1
1544,20,M,67000,6,1
1547,33,M,42000,5,0
1549,67,F,107000,5,0
1561,72,M,79000,7,1
1571,64,M,90000,6,1
1573,30,M,35000,5,1
1576,42,M,49000,6,1
1577,41,M,65000,5,1
1578,28,F,57000,4,0
1580,64,F,93000,4,0
1582,51,F,80000,5,0
1583,82,M,60000,8,0
1586,28,M,59000,4,0
1587,68,M,85000,7,1
1594,69,F,85000,7,1
1601,20,M,33000,5,1
1620,33,M,53000,6,1
1622,39,M,32000,4,0
1626,63,M,97000,5,1
1628,52,M,52000,4,0
1630,67,M,65000,8,1
1631,66,M,65000,5,1
1632,57,F,73000,5,1
1635,68,M,57000,7,1
1636,81,M,62000,6,1
1639,94,F,88000,6,1
1643,75,F,80000,5,1
1645,83,M,100000,5,1
1650,35,O,31000,5,0
1651,32,M,47000,7,1
1657,57,F,97000,5,0
1658,71,M,96000,7,1
1661,78,F,79000,7,0
1665,76,M,76000,5,1
1672,78,M,77000,5,1
1673,71,F,68000,6,1
1675,56,M,54000,5,1
1679,86,F,40000,6,1
1680,35,M,33000,8,1
1686,38,F,75000,4,1
1690,67,M,97000,5,1
1692,22,F,65000,6,1
1695,69,M,52000,6,1
1696,65,M,116000,5,0
1699,54,M,58000,4,1
1702,39,M,37000,5,0
1705,48,F,46000,4,0
1706,68,M,57000,4,1
1709,35,F,58000,7,1
1713,72,M,64000,5,1
