customer_id,age,gender,income,years_member,offer_complete_status
6,68,M,70000,4,1
9,65,M,53000,4,1
13,58,M,51000,5,1
16,62,F,71000,6,1
23,78,F,71000,5,1
25,42,M,69000,9,1
28,33,F,52000,5,1
30,59,M,41000,7,1
38,56,M,68000,8,1
39,26,F,63000,5,1
48,54,F,80000,5,1
59,78,F,93000,6,1
60,45,M,48000,5,0
61,29,M,50000,6,0
62,44,M,35000,5,1
63,63,M,56000,4,1
68,67,M,76000,5,1
73,53,F,117000,6,0
74,53,F,55000,5,1
75,61,F,112000,5,1
77,58,F,85000,4,1
78,46,F,36000,4,0
82,51,M,41000,7,1
83,27,M,35000,4,1
87,74,F,107000,7,1
90,54,F,53000,6,1
94,64,M,70000,5,1
96,73,M,51000,4,1
102,45,M,54000,5,0
106,19,F,73000,6,1
108,72,F,72000,6,1
110,76,M,63000,6,1
114,45,F,44000,6,1
115,57,F,114000,5,1
117,18,M,47000,6,1
120,57,M,46000,8,0
124,64,F,37000,5,1
130,29,F,58000,4,0
132,89,F,65000,4,1
135,55,F,94000,5,1
143,74,M,53000,8,1
145,75,F,87000,4,1
146,59,F,85000,7,1
149,60,M,108000,5,1
150,65,M,61000,4,1
151,33,M,43000,7,1
152,39,F,67000,5,1
154,68,M,58000,4,0
156,72,M,33000,4,0
162,60,F,77000,4,1
163,62,F,77000,5,0
165,22,M,63000,4,0
166,34,M,41000,5,1
167,46,M,60000,8,1
168,85,M,67000,4,0
171,53,F,85000,6,1
172,51,M,92000,6,1
178,42,M,62000,4,0
181,68,M,107000,4,0
183,77,M,66000,8,1
185,50,F,69000,5,1
190,52,M,63000,4,0
191,57,F,89000,6,1
194,61,M,44000,5,0
196,58,F,54000,4,0
200,26,M,35000,5,0
203,81,M,93000,4,0
205,38,M,74000,5,1
208,50,M,70000,5,1
212,64,M,38000,4,0
215,82,M,72000,4,1
217,90,M,45000,4,0
225,83,M,54000,5,1
228,68,M,62000,6,1
229,63,F,110000,5,1
237,41,M,83000,5,0
238,71,F,56000,4,0
239,44,M,36000,5,0
244,68,F,66000,7,1
247,30,M,54000,6,1
248,51,M,54000,7,1
